timestamp, name, driver_version, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2024/04/19 14:58:27.534, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 36, 0 %, 0 %, 11264 MiB, 11005 MiB, 6 MiB
2024/04/19 14:58:27.535, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 33, 0 %, 0 %, 11264 MiB, 11005 MiB, 6 MiB
2024/04/19 14:58:27.537, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 29, 0 %, 0 %, 11264 MiB, 11005 MiB, 6 MiB
2024/04/19 14:58:27.538, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 30, 0 %, 0 %, 11264 MiB, 11005 MiB, 6 MiB
2024/04/19 14:58:29.540, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 35, 0 %, 0 %, 11264 MiB, 11005 MiB, 6 MiB
2024/04/19 14:58:29.541, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 34, 0 %, 0 %, 11264 MiB, 11005 MiB, 6 MiB
2024/04/19 14:58:29.542, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 29, 0 %, 0 %, 11264 MiB, 11005 MiB, 6 MiB
2024/04/19 14:58:29.543, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 30, 0 %, 0 %, 11264 MiB, 11005 MiB, 6 MiB
2024/04/19 14:58:31.544, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 35, 0 %, 0 %, 11264 MiB, 11005 MiB, 6 MiB
2024/04/19 14:58:31.545, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 33, 0 %, 0 %, 11264 MiB, 11005 MiB, 6 MiB
2024/04/19 14:58:31.546, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 29, 0 %, 0 %, 11264 MiB, 11005 MiB, 6 MiB
2024/04/19 14:58:31.547, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 30, 0 %, 0 %, 11264 MiB, 11005 MiB, 6 MiB
2024/04/19 14:58:33.548, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 35, 0 %, 0 %, 11264 MiB, 11005 MiB, 6 MiB
2024/04/19 14:58:33.549, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 33, 0 %, 0 %, 11264 MiB, 11005 MiB, 6 MiB
2024/04/19 14:58:33.550, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 29, 0 %, 0 %, 11264 MiB, 11005 MiB, 6 MiB
2024/04/19 14:58:33.551, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 30, 0 %, 0 %, 11264 MiB, 11005 MiB, 6 MiB
2024/04/19 14:58:35.552, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 35, 0 %, 0 %, 11264 MiB, 11005 MiB, 6 MiB
2024/04/19 14:58:35.552, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 33, 0 %, 0 %, 11264 MiB, 11005 MiB, 6 MiB
2024/04/19 14:58:35.553, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 29, 0 %, 0 %, 11264 MiB, 11005 MiB, 6 MiB
2024/04/19 14:58:35.554, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 30, 0 %, 0 %, 11264 MiB, 11005 MiB, 6 MiB
2024/04/19 14:58:37.555, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 35, 0 %, 0 %, 11264 MiB, 11005 MiB, 6 MiB
2024/04/19 14:58:37.556, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 33, 0 %, 0 %, 11264 MiB, 11005 MiB, 6 MiB
2024/04/19 14:58:37.557, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 29, 0 %, 0 %, 11264 MiB, 11005 MiB, 6 MiB
2024/04/19 14:58:37.558, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 30, 0 %, 0 %, 11264 MiB, 11005 MiB, 6 MiB
2024/04/19 14:58:39.559, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 35, 0 %, 0 %, 11264 MiB, 11005 MiB, 6 MiB
2024/04/19 14:58:39.560, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 33, 0 %, 0 %, 11264 MiB, 11005 MiB, 6 MiB
2024/04/19 14:58:39.561, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 29, 0 %, 0 %, 11264 MiB, 11005 MiB, 6 MiB
2024/04/19 14:58:39.562, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 30, 0 %, 0 %, 11264 MiB, 11005 MiB, 6 MiB
2024/04/19 14:58:41.563, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 35, 0 %, 0 %, 11264 MiB, 11005 MiB, 6 MiB
2024/04/19 14:58:41.564, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 33, 0 %, 0 %, 11264 MiB, 11005 MiB, 6 MiB
2024/04/19 14:58:41.565, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 29, 0 %, 0 %, 11264 MiB, 11005 MiB, 6 MiB
2024/04/19 14:58:41.565, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 30, 0 %, 0 %, 11264 MiB, 11005 MiB, 6 MiB
2024/04/19 14:58:43.566, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 35, 0 %, 0 %, 11264 MiB, 11005 MiB, 6 MiB
2024/04/19 14:58:43.567, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 33, 0 %, 0 %, 11264 MiB, 11005 MiB, 6 MiB
2024/04/19 14:58:43.568, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 29, 0 %, 0 %, 11264 MiB, 11005 MiB, 6 MiB
2024/04/19 14:58:43.569, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 30, 0 %, 0 %, 11264 MiB, 11005 MiB, 6 MiB
2024/04/19 14:58:45.570, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 35, 0 %, 0 %, 11264 MiB, 11005 MiB, 6 MiB
2024/04/19 14:58:45.571, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 33, 0 %, 0 %, 11264 MiB, 11005 MiB, 6 MiB
2024/04/19 14:58:45.572, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 29, 0 %, 0 %, 11264 MiB, 11005 MiB, 6 MiB
2024/04/19 14:58:45.573, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 30, 0 %, 0 %, 11264 MiB, 11005 MiB, 6 MiB
2024/04/19 14:58:47.574, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 35, 0 %, 0 %, 11264 MiB, 11005 MiB, 6 MiB
2024/04/19 14:58:47.575, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 33, 0 %, 0 %, 11264 MiB, 11005 MiB, 6 MiB
2024/04/19 14:58:47.576, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 29, 0 %, 0 %, 11264 MiB, 11005 MiB, 6 MiB
2024/04/19 14:58:47.577, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 30, 0 %, 0 %, 11264 MiB, 11005 MiB, 6 MiB
2024/04/19 14:58:49.578, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 35, 0 %, 0 %, 11264 MiB, 11005 MiB, 6 MiB
2024/04/19 14:58:49.579, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 33, 0 %, 0 %, 11264 MiB, 11005 MiB, 6 MiB
2024/04/19 14:58:49.579, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 29, 0 %, 0 %, 11264 MiB, 11005 MiB, 6 MiB
2024/04/19 14:58:49.580, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 30, 0 %, 0 %, 11264 MiB, 11005 MiB, 6 MiB
2024/04/19 14:58:51.581, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 35, 0 %, 0 %, 11264 MiB, 11005 MiB, 6 MiB
2024/04/19 14:58:51.582, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 33, 0 %, 0 %, 11264 MiB, 11005 MiB, 6 MiB
2024/04/19 14:58:51.583, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 29, 0 %, 0 %, 11264 MiB, 11005 MiB, 6 MiB
2024/04/19 14:58:51.584, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 30, 0 %, 0 %, 11264 MiB, 11005 MiB, 6 MiB
2024/04/19 14:58:53.585, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 36, 0 %, 0 %, 11264 MiB, 10742 MiB, 268 MiB
2024/04/19 14:58:53.586, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 33, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:58:53.587, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 29, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:58:53.588, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 30, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:58:55.589, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 37, 4 %, 0 %, 11264 MiB, 10398 MiB, 612 MiB
2024/04/19 14:58:55.590, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 33, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:58:55.590, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 29, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:58:55.591, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 30, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:58:57.592, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 37, 0 %, 0 %, 11264 MiB, 9158 MiB, 1852 MiB
2024/04/19 14:58:57.593, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 33, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:58:57.594, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 29, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:58:57.595, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 30, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:58:59.596, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 37, 2 %, 0 %, 11264 MiB, 8800 MiB, 2210 MiB
2024/04/19 14:58:59.597, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 33, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:58:59.598, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 29, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:58:59.599, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 30, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:01.600, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 43, 36 %, 12 %, 11264 MiB, 4400 MiB, 6610 MiB
2024/04/19 14:59:01.600, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 33, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:01.601, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 29, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:01.602, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 30, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:03.603, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 45, 99 %, 39 %, 11264 MiB, 4400 MiB, 6610 MiB
2024/04/19 14:59:03.604, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 33, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:03.605, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 29, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:03.606, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 30, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:05.606, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 47, 99 %, 40 %, 11264 MiB, 4400 MiB, 6610 MiB
2024/04/19 14:59:05.607, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 33, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:05.608, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 29, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:05.609, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 30, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:07.610, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 49, 99 %, 41 %, 11264 MiB, 4400 MiB, 6610 MiB
2024/04/19 14:59:07.611, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 33, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:07.611, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 29, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:07.612, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 30, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:09.613, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 50, 99 %, 41 %, 11264 MiB, 4400 MiB, 6610 MiB
2024/04/19 14:59:09.614, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 33, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:09.615, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 29, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:09.616, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 30, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:11.617, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 52, 99 %, 42 %, 11264 MiB, 4400 MiB, 6610 MiB
2024/04/19 14:59:11.618, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 33, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:11.619, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 29, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:11.620, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 30, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:13.621, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 53, 99 %, 42 %, 11264 MiB, 4400 MiB, 6610 MiB
2024/04/19 14:59:13.621, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 33, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:13.622, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 29, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:13.623, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 30, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:15.624, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 54, 99 %, 41 %, 11264 MiB, 4400 MiB, 6610 MiB
2024/04/19 14:59:15.624, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 33, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:15.625, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 29, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:15.626, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 30, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:17.627, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 55, 99 %, 39 %, 11264 MiB, 4400 MiB, 6610 MiB
2024/04/19 14:59:17.628, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 33, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:17.629, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 29, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:17.630, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 30, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:19.631, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 57, 99 %, 39 %, 11264 MiB, 4400 MiB, 6610 MiB
2024/04/19 14:59:19.632, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 33, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:19.633, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 29, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:19.634, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 30, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:21.635, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 58, 99 %, 39 %, 11264 MiB, 4400 MiB, 6610 MiB
2024/04/19 14:59:21.636, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 33, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:21.637, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 29, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:21.638, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 30, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:23.639, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 59, 99 %, 38 %, 11264 MiB, 4400 MiB, 6610 MiB
2024/04/19 14:59:23.640, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 33, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:23.640, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 29, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:23.641, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 30, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:25.642, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 59, 99 %, 39 %, 11264 MiB, 4400 MiB, 6610 MiB
2024/04/19 14:59:25.643, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 33, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:25.644, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 29, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:25.645, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 30, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:27.646, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 61, 99 %, 40 %, 11264 MiB, 4400 MiB, 6610 MiB
2024/04/19 14:59:27.646, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 33, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:27.647, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 29, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:27.648, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 30, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:29.649, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 62, 99 %, 41 %, 11264 MiB, 4400 MiB, 6610 MiB
2024/04/19 14:59:29.650, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 33, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:29.650, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 29, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:29.651, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 30, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:31.652, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 62, 99 %, 41 %, 11264 MiB, 4400 MiB, 6610 MiB
2024/04/19 14:59:31.653, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 33, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:31.654, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 29, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:31.655, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 30, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:33.656, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 64, 99 %, 39 %, 11264 MiB, 4400 MiB, 6610 MiB
2024/04/19 14:59:33.657, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 33, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:33.658, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 29, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:33.659, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 30, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:35.660, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 65, 99 %, 38 %, 11264 MiB, 4400 MiB, 6610 MiB
2024/04/19 14:59:35.661, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 33, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:35.661, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 29, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:35.662, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 30, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:37.663, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 65, 99 %, 40 %, 11264 MiB, 4400 MiB, 6610 MiB
2024/04/19 14:59:37.665, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 33, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:37.666, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 29, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:37.667, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 30, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:39.668, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 66, 99 %, 41 %, 11264 MiB, 4400 MiB, 6610 MiB
2024/04/19 14:59:39.669, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 33, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:39.670, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 29, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:39.671, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 30, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:41.672, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 67, 99 %, 39 %, 11264 MiB, 4400 MiB, 6610 MiB
2024/04/19 14:59:41.672, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 33, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:41.673, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 29, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:41.674, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 30, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:43.675, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 67, 99 %, 38 %, 11264 MiB, 4400 MiB, 6610 MiB
2024/04/19 14:59:43.676, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 33, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:43.677, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 29, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:43.677, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 30, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:45.679, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 68, 99 %, 40 %, 11264 MiB, 4400 MiB, 6610 MiB
2024/04/19 14:59:45.679, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 33, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:45.680, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 29, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:45.681, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 30, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:47.682, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 68, 99 %, 41 %, 11264 MiB, 4400 MiB, 6610 MiB
2024/04/19 14:59:47.683, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 33, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:47.684, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 29, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:47.685, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 30, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:49.686, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 69, 99 %, 38 %, 11264 MiB, 4400 MiB, 6610 MiB
2024/04/19 14:59:49.687, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 33, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:49.688, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 29, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:49.688, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 30, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:51.689, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 69, 99 %, 38 %, 11264 MiB, 4400 MiB, 6610 MiB
2024/04/19 14:59:51.690, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 33, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:51.691, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 29, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:51.692, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 30, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:53.693, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 70, 99 %, 41 %, 11264 MiB, 4400 MiB, 6610 MiB
2024/04/19 14:59:53.694, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 33, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:53.695, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 29, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
2024/04/19 14:59:53.696, NVIDIA GeForce RTX 2080 Ti, 525.125.06, 30, 0 %, 0 %, 11264 MiB, 11002 MiB, 8 MiB
